,Pressure (bars),H2,He,H2O,CH4,NH3,N2,CO,CO2,C2H6,HCN
126,5.746634269285879e-07,0.6888267356300861,0.16052746003875484,0.05481709068650767,0.021189629496723608,8.007314716407114e-07,0.0039757391653466685,0.0015680963336019273,0.010672312589039133,5.040548093439936e-06,0.0019115134394108008
127,4.818560505851228e-07,0.6869425025140538,0.15916660589632045,0.04910548629960381,0.018697526823879186,3.613427712614043e-07,0.00384161632295031,0.0017897104409744017,0.011464287494837067,4.062496053794435e-06,0.0017109515529381762
128,4.0403694163461273e-07,0.684841125406242,0.15762544776945858,0.042826586311271,0.01595532120465419,1.8642130686455514e-07,0.0036955906859115874,0.0020549001083783936,0.012262029118740555,3.2746823305392494e-06,0.0014936308882766655
129,3.3878551490060223e-07,0.6826495662997463,0.15588952877294243,0.03594449799165174,0.012937551860421987,2.1526914642290126e-07,0.0035373202617551883,0.002378131175527374,0.013048539087536622,2.794981883680443e-06,0.0012585918047418993
130,2.840721064814477e-07,0.6808021191459369,0.15397017517067998,0.028450921796048374,0.00962311392176094,3.5949019565920876e-07,0.0033667032658679726,0.0027924625027984417,0.013784067156480681,2.961514635612303e-06,0.0010040386502726836
131,2.3819484048626753e-07,0.6807872414917725,0.15198620638555901,0.0204550048855462,0.006020979170618705,4.527728100774189e-07,0.003182268753327217,0.0033833020062076363,0.014343470591550693,4.711926601627275e-06,0.0007169848941766204
132,1.99726691708761e-07,0.6850537961769736,0.15025093017701335,0.012383928928490046,0.0024677803575421124,3.991913996150704e-07,0.0029825223436329797,0.004197457408355269,0.014426669431876444,7.817882569842167e-06,0.0003607330205084107
133,1.674710976085399e-07,0.6865193972979389,0.14869109282280824,0.005563348198353181,0.0005701574012642043,2.075285670804434e-07,0.0027738263563285947,0.004742687203480213,0.013462653636157278,1.4293117602262555e-06,0.00011163675290685337
134,1.404247388982258e-07,0.6808180578348353,0.14707890883476327,0.0015256574417053877,9.275236079303937e-05,1.0565160507263364e-07,0.0025461305467406135,0.005663892891687339,0.010657775718729293,1.700961118084905e-07,2.6614696348484124e-05
135,1.1774633101604127e-07,0.6665417547131388,0.1450119484747505,0.0002499470491963221,1.3161801042715559e-05,2.0581453889972614e-08,0.002279468656649276,0.0065360047568228385,0.007426611970322635,1.798779435488986e-08,4.877549406162049e-06
136,9.873045573392432e-08,0.6468428333459451,0.14249092100361313,4.3399915919407344e-05,1.7356215031739381e-06,2.0466444101567713e-09,0.0019825824899339186,0.0068041603518052265,0.0048068385417538015,1.7380257899194369e-09,6.944538301114584e-07
137,8.27856189259978e-08,0.6284040709002823,0.13995947119403848,1.1705638365851122e-05,2.1442515428274743e-07,1.882205163999715e-10,0.0016802765697564144,0.006603020816953631,0.002860764903398809,1.546944743055665e-10,9.214212447915831e-08
138,6.941585197814133e-08,0.6123635835157255,0.13750783137276712,5.840455061689281e-06,2.5032535355791498e-08,1.767790576509405e-11,0.0013872648193144215,0.006008842872586969,0.0015595244787961718,1.2819118830444959e-11,1.3826799984490763e-08
139,5.8205284545357414e-08,0.5990409009252808,0.13513916223722927,3.855367293728549e-06,2.8135855098676962e-09,2.04963847693243e-12,0.0011147631316788724,0.005148257560586027,0.0007873374345656173,1.0088956136070356e-12,2.6813129765592134e-09
140,4.880520878822951e-08,0.5879520820277735,0.1327680479903697,2.7818489109462078e-06,3.0932629879081825e-10,4.0055801873983e-13,0.000869344486164416,0.00417540207892027,0.0003731578804573244,7.653996071064428e-14,6.756159788706611e-10
141,4.0923232717924324e-08,0.5782551965763291,0.13030083834177292,2.06660981465076e-06,3.35803146380286e-11,1.3983737389868562e-13,0.0006552127153898724,0.003220728342448419,0.00016736463036242454,5.6474724891316296e-15,2.0333803323181637e-10
142,3.431418526149802e-08,0.5690995678007071,0.12763308813146504,1.569476658315804e-06,3.6295190030959297e-12,7.819224716954742e-14,0.0004748690003258945,0.0023679703070230407,7.115124773138473e-05,4.083405976415987e-16,8.71185558813664e-11
143,2.877249014701325e-08,0.5597491236314605,0.12468716316889236,1.1902265932132095e-06,3.9298681982575874e-13,6.684439687688004e-14,0.0003290241953088715,0.0016594703428544832,2.8559990763100192e-05,2.909982822781811e-17,1.2911695346797162e-10
144,2.41257713960315e-08,0.5495742088289666,0.12138342668813093,8.956593992214199e-07,4.2978528728861265e-14,7.420866480530158e-14,0.00021625914323213693,0.0011066294349693208,1.0718483828626805e-05,2.0546068583961983e-18,4.870115762190934e-10
145,2.022949152053119e-08,0.5379390917949618,0.11764359115127758,6.635486017119693e-07,4.992711626950745e-15,8.793971270044003e-14,0.000133239074453039,0.0006998576702094833,3.681263052863767e-06,1.440067311403195e-19,1.9637411472727206e-09
146,1.696245564386632e-08,0.5239722806740729,0.11337159766287784,4.785408445443479e-07,1.1260187637387013e-15,1.0107554311542332e-13,7.549013340856182e-05,0.00041751232085222026,1.0990374212636628e-06,9.977125942403244e-21,7.062659643703602e-09
147,1.4223041700188883e-08,0.5062207938702434,0.1084409653334635,3.2288377406482637e-07,1.3231270717235954e-15,1.1145711466655719e-13,3.8156544012147164e-05,0.00023297554199026442,2.4202655712213994e-07,6.590543908774962e-22,2.2276101434748712e-08
148,1.1926039451632248e-08,0.4831968900707794,0.10274216774214892,1.7705913869550502e-07,2.3647710733383885e-15,1.098364767347753e-13,1.643581846246092e-05,0.00011951880475434284,2.25508746926191e-08,3.7357717881650925e-23,6.164889932795742e-08
149,1e-08,0.45855523693398037,0.09651867665969609,4.652266591538332e-08,3.0747580724878668e-15,3.0202917988456243e-14,5.601893137933893e-06,4.784109456237799e-05,2.9833831504223203e-10,6.378595296838245e-24,1.0275883676450327e-07
